qid,dataset,text,dimension_model,dimensions
PWB_14,HUMAN,I gave up trying to make big improvements or changes in my life a long time ago.,human_19,['Social']
PWB_14,HUMAN,I gave up trying to make big improvements or changes in my life a long time ago.,human_20,['Spiritual']
PWB_14,HUMAN,I gave up trying to make big improvements or changes in my life a long time ago.,human_21,['Emotional']
PWB_14,HUMAN,I gave up trying to make big improvements or changes in my life a long time ago.,human_22,['Spiritual']
PWB_14,HUMAN,I gave up trying to make big improvements or changes in my life a long time ago.,human_23,['Spiritual']
PWB_14,HUMAN,I gave up trying to make big improvements or changes in my life a long time ago.,human_24,['Intellectual']
PWB_14,HUMAN,I gave up trying to make big improvements or changes in my life a long time ago.,human_25,['Spiritual']
PWB_14,HUMAN,I gave up trying to make big improvements or changes in my life a long time ago.,human_26,['Emotional']
PWB_14,HUMAN,I gave up trying to make big improvements or changes in my life a long time ago.,human_27,['Emotional']
PWB_14,HUMAN,I gave up trying to make big improvements or changes in my life a long time ago.,human_28,['Social']
PWB_15,HUMAN,I tend to be influenced by people with strong opinions.,human_01,['Social']
PWB_15,HUMAN,I tend to be influenced by people with strong opinions.,human_02,['Social']
PWB_15,HUMAN,I tend to be influenced by people with strong opinions.,human_03,['Social']
PWB_15,HUMAN,I tend to be influenced by people with strong opinions.,human_04,['Social']
PWB_15,HUMAN,I tend to be influenced by people with strong opinions.,human_05,['Social']
PWB_15,HUMAN,I tend to be influenced by people with strong opinions.,human_06,['Social']
PWB_15,HUMAN,I tend to be influenced by people with strong opinions.,human_07,['Emotional']
PWB_15,HUMAN,I tend to be influenced by people with strong opinions.,human_08,['Emotional']
PWB_15,HUMAN,I tend to be influenced by people with strong opinions.,human_09,['Emotional']
PWB_15,HUMAN,I tend to be influenced by people with strong opinions.,human_10,['Emotional']
PWB_15,HUMAN,I tend to be influenced by people with strong opinions.,human_11,['Social']
PWB_15,HUMAN,I tend to be influenced by people with strong opinions.,human_12,['Social']
PWB_15,HUMAN,I tend to be influenced by people with strong opinions.,human_13,['Social']
PWB_15,HUMAN,I tend to be influenced by people with strong opinions.,human_14,['Social']
PWB_15,HUMAN,I tend to be influenced by people with strong opinions.,human_15,['Social']
PWB_15,HUMAN,I tend to be influenced by people with strong opinions.,human_16,['Social']
PWB_15,HUMAN,I tend to be influenced by people with strong opinions.,human_17,['Social']
PWB_15,HUMAN,I tend to be influenced by people with strong opinions.,human_18,['Social']
PWB_15,HUMAN,I tend to be influenced by people with strong opinions.,human_19,['Social']
PWB_15,HUMAN,I tend to be influenced by people with strong opinions.,human_20,['Intellectual']
PWB_15,HUMAN,I tend to be influenced by people with strong opinions.,human_21,['Social']
PWB_15,HUMAN,I tend to be influenced by people with strong opinions.,human_22,['Intellectual']
PWB_15,HUMAN,I tend to be influenced by people with strong opinions.,human_23,['Social']
PWB_15,HUMAN,I tend to be influenced by people with strong opinions.,human_24,['Intellectual']
PWB_15,HUMAN,I tend to be influenced by people with strong opinions.,human_25,['Social']
PWB_15,HUMAN,I tend to be influenced by people with strong opinions.,human_26,['Emotional']
PWB_15,HUMAN,I tend to be influenced by people with strong opinions.,human_27,['Social']
PWB_15,HUMAN,I tend to be influenced by people with strong opinions.,human_28,['Social']
PWB_16,HUMAN,I have not experienced many warm and trusting relationships with others.,human_01,['Social']
PWB_16,HUMAN,I have not experienced many warm and trusting relationships with others.,human_02,['Social']
PWB_16,HUMAN,I have not experienced many warm and trusting relationships with others.,human_03,['Social']
PWB_16,HUMAN,I have not experienced many warm and trusting relationships with others.,human_04,['Social']
PWB_16,HUMAN,I have not experienced many warm and trusting relationships with others.,human_05,['Social']
PWB_16,HUMAN,I have not experienced many warm and trusting relationships with others.,human_06,['Social']
PWB_16,HUMAN,I have not experienced many warm and trusting relationships with others.,human_07,['Social']
PWB_16,HUMAN,I have not experienced many warm and trusting relationships with others.,human_08,['Social']
PWB_16,HUMAN,I have not experienced many warm and trusting relationships with others.,human_09,['Social']
PWB_16,HUMAN,I have not experienced many warm and trusting relationships with others.,human_10,['Social']
PWB_16,HUMAN,I have not experienced many warm and trusting relationships with others.,human_11,['Social']
PWB_16,HUMAN,I have not experienced many warm and trusting relationships with others.,human_12,['Social']
PWB_16,HUMAN,I have not experienced many warm and trusting relationships with others.,human_13,['Social']
PWB_16,HUMAN,I have not experienced many warm and trusting relationships with others.,human_14,['Social']
PWB_16,HUMAN,I have not experienced many warm and trusting relationships with others.,human_15,['Social']
PWB_16,HUMAN,I have not experienced many warm and trusting relationships with others.,human_16,['Social']
PWB_16,HUMAN,I have not experienced many warm and trusting relationships with others.,human_17,['Emotional']
PWB_16,HUMAN,I have not experienced many warm and trusting relationships with others.,human_18,['Environmental']
PWB_16,HUMAN,I have not experienced many warm and trusting relationships with others.,human_19,['Social']
PWB_16,HUMAN,I have not experienced many warm and trusting relationships with others.,human_20,['Social']
PWB_16,HUMAN,I have not experienced many warm and trusting relationships with others.,human_21,['Social']
PWB_16,HUMAN,I have not experienced many warm and trusting relationships with others.,human_22,['Social']
PWB_16,HUMAN,I have not experienced many warm and trusting relationships with others.,human_23,['Social']
PWB_16,HUMAN,I have not experienced many warm and trusting relationships with others.,human_24,['Social']
PWB_16,HUMAN,I have not experienced many warm and trusting relationships with others.,human_25,['Social']
PWB_16,HUMAN,I have not experienced many warm and trusting relationships with others.,human_26,['Social']
PWB_16,HUMAN,I have not experienced many warm and trusting relationships with others.,human_27,['Social']
PWB_16,HUMAN,I have not experienced many warm and trusting relationships with others.,human_28,['Social']
PWB_17,HUMAN,"I have confidence in my own opinions, even if they are different from the way most other people think.",human_01,['Emotional']
PWB_17,HUMAN,"I have confidence in my own opinions, even if they are different from the way most other people think.",human_02,['Emotional']
PWB_17,HUMAN,"I have confidence in my own opinions, even if they are different from the way most other people think.",human_03,['Intellectual']
PWB_17,HUMAN,"I have confidence in my own opinions, even if they are different from the way most other people think.",human_04,['Intellectual']
PWB_17,HUMAN,"I have confidence in my own opinions, even if they are different from the way most other people think.",human_05,['Intellectual']
PWB_17,HUMAN,"I have confidence in my own opinions, even if they are different from the way most other people think.",human_06,['Intellectual']
PWB_17,HUMAN,"I have confidence in my own opinions, even if they are different from the way most other people think.",human_07,['Spiritual']
PWB_17,HUMAN,"I have confidence in my own opinions, even if they are different from the way most other people think.",human_08,['Intellectual']
PWB_17,HUMAN,"I have confidence in my own opinions, even if they are different from the way most other people think.",human_09,['Emotional']
PWB_17,HUMAN,"I have confidence in my own opinions, even if they are different from the way most other people think.",human_10,['Social']
PWB_17,HUMAN,"I have confidence in my own opinions, even if they are different from the way most other people think.",human_11,['Social']
PWB_17,HUMAN,"I have confidence in my own opinions, even if they are different from the way most other people think.",human_12,['Social']
PWB_17,HUMAN,"I have confidence in my own opinions, even if they are different from the way most other people think.",human_13,['Social']
PWB_17,HUMAN,"I have confidence in my own opinions, even if they are different from the way most other people think.",human_14,['Emotional']
PWB_17,HUMAN,"I have confidence in my own opinions, even if they are different from the way most other people think.",human_15,['Social']
PWB_17,HUMAN,"I have confidence in my own opinions, even if they are different from the way most other people think.",human_16,['Intellectual']
PWB_17,HUMAN,"I have confidence in my own opinions, even if they are different from the way most other people think.",human_17,['Social']
PWB_17,HUMAN,"I have confidence in my own opinions, even if they are different from the way most other people think.",human_18,['Intellectual']
PWB_17,HUMAN,"I have confidence in my own opinions, even if they are different from the way most other people think.",human_19,['Social']
PWB_17,HUMAN,"I have confidence in my own opinions, even if they are different from the way most other people think.",human_20,['Intellectual']
PWB_17,HUMAN,"I have confidence in my own opinions, even if they are different from the way most other people think.",human_21,['Intellectual']
PWB_17,HUMAN,"I have confidence in my own opinions, even if they are different from the way most other people think.",human_22,['Intellectual']
PWB_17,HUMAN,"I have confidence in my own opinions, even if they are different from the way most other people think.",human_23,['Intellectual']
PWB_17,HUMAN,"I have confidence in my own opinions, even if they are different from the way most other people think.",human_24,['Intellectual']
PWB_17,HUMAN,"I have confidence in my own opinions, even if they are different from the way most other people think.",human_25,['Intellectual']
PWB_17,HUMAN,"I have confidence in my own opinions, even if they are different from the way most other people think.",human_26,['Emotional']
PWB_17,HUMAN,"I have confidence in my own opinions, even if they are different from the way most other people think.",human_27,['Intellectual']
PWB_17,HUMAN,"I have confidence in my own opinions, even if they are different from the way most other people think.",human_28,['Social']
PWB_18,HUMAN,"I judge myself by what I think is important, not by the values of what others think is important.",human_01,['Emotional']
PWB_18,HUMAN,"I judge myself by what I think is important, not by the values of what others think is important.",human_02,['Emotional']
PWB_18,HUMAN,"I judge myself by what I think is important, not by the values of what others think is important.",human_03,['Intellectual']
